سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
40000,فولكسفاجن,بولو,2007,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,18000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|مسجل CD|وسادة حماية هوائية|ترخيص وتأمين لآخر يوم في السنة .. شاشة ..بلوثوث .. ميكانيكيات وبودي بوضع ممتاز ..مزكان حامي وبارد ممتاز
59000,هونداي,اكسنت,2016,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,49000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|ماتور 1600بنزين 124 حصان|جير اتوماتيك|اربع شبابيك كهرباء|مري كهرباء|حساسات|جنط مغنيسيوم|السعر 59 الف على الكاش|للتواصل فقط عن طريق الجوال|0599830507  صالح العسلي
45000,بي,ام,2005,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,200000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,4 ,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|هلاله   مطور 2000 4 سلندر للبيع او التبديل على بي ام فقط مطور 2500 او اكبر
63000,هونداي,اكسنت,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,59000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|هونداي اكسنت 2016/2017 بنزين فل الفل عدا الفتحة نخب.. للاستفسار 0592173170 0595502240 0568453009|جنين قباطية شارع نابلس بعد بير الباشا بجانب محطة الرالي للمحروقات مقابل الشركة السعودية للألمنيوم للاستفسار محمود:- 0595502240 وطنية 0568453009|محمد :- 0592173170|تشكيلة مميزة تناسب جميع الاذواق|سكودا اكتافيا 2017 تنمير 2016 ماتور 1800 بنزين اتوماتيك فل الفل ما عدا فتحة|سكودا اكتافيا 2019 تنمير 2018 ماتور 2000 اتوماتيك|سكودا اكتافيا 2019 تنمير 2018 ماتور 2000 جير|سكودا اكتافيا 2019 تنمير 2018 ماتور 1400 بنزين اتوماتيك|سكودا اكتافيا 2019 تنمير 2018 ماتور 2000 اتوماتيك فل كامل بانوراما|سكودا اكتافيا 2017 تنمير 2016 جير ماتور 2000|سكودا اكتافيا 2016 تنمير 2015 جير ماتور 1600|سكودا فابيا 2018 تنمير 2017 نخب اتوماتيك|سكودا اكتافيا 2015 تنمير 2014 جير اصل عمومي|فولكسواجن كادي 2016 تنمير 2015 ماتور 1600|فولكسواجن جولف 2019 تنمير 2018 بدون فتحة|فولكسواجن جولف MK7 2018/2017 اتوماتيك 1400|فولكسواجن جولف 2017 تنمير 2016 اتوماتيك فل الفل بانوراما|فولكسواجن بولو 2018 تنمير 2017 جير ولا جرام بويا|فولكسواجن بولو 2018 تنمير 2017 اتوماتيك البوز الجديد|فولكسواجن كادي 2019 تنمير 2018 ماتور 2000|فولكسواجن كادي 2018 تنمير 2017 اتوماتيك ماتور 2000|ابل كورسا 2016 تنمير 2015 جير نخب|أبل كورسا 2014 تنمير 2013 نخب اتوماتيك|هونداي توسان 2018 تنمير 2017 بدون فتحة 4×4|هونداي اكسنت بنزين 2017 تنمير 20136 اتوماتيك فل الفل ما عدا فتحة بصمه|هونداي اكسنت ديزل 2013 تنمير 2012 فل الفل  فتحة|كايا برايد 2014 تنمير 2013 نخب فل الفل ديزل جير|كايا سورينتو  2018 تنمير 2017 فل الفل ابشن|كايا سبورتج 2016 تنمير 2015 اتوماتيك بدون فتحة|سيت ليون FR 2019 تنمير 2018 فل الفل ابشن Xcellence|اودي A4 2007 اتوماتيك بنزين فل الفل|نيسان وينر تندر 4 ×4 موديل 99 نخب|فورد فوكس 2014 تنمير 2013 نخب اتوماتيك|سكودا اكتافيا 2005 اصل عمومي
23000,فيات,بونتو,2002,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1300 ,224000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,3 ,إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
64000,هونداي,i30,2014,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,43000 ,null,نقدا فقط ,للبيع فقط ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
69000,كيا,فورتي,2017,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,47000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سياره مش ناقصه غير الصلاه على النبي فحص نخب اول لون مميز جدا اضافات مميزه جد تحكم استيرنج فرش جلد تسخين كراسي دفايه استيرنج كميرا اماميه وخلفيه حساسات شركه جير على لستيرنج نظام الطفي عند التوقف نظام توفير الطاقه ايكو سبويلرات اماميه وخلفيه كشافات جنط مرايا كهربائيه والعد من الاضافات المميزه امكانيه البدل بسعر 72 موديل 2017ترخيص 2016
31000,سكودا,فابيا,2007,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1400 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,وسادة حماية هوائية
36000,فولكسفاجن,باسات,2006,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,2000 ,4+1 ,نقدا فقط ,للبيع فقط ,7 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|موديل 2006 اصل برايفت ماطور 2000 تيربو ديزل اتومات فرش  بيج   تحكم   ستيرنج جنط مغنيسيوم قياس 17|فتحة سقف مش اصليه|ترخيص وتآمين لشهر 3|فيها دقه خفيفه من جهة اليمين|سبب البيع لتجديد|ارجاء البيع فقط كاش لا يوجد تفاوض بسعر
115000,بي,ام,2014,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,85000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|ممكن البدل على جولف
47000,فورد,فوكس,2013,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|رخصة وتأمين 10 شهور|عداد قليل|امكانية التقسيط نص بنص على 50 الف .. او كاش حد 45 الف|جير ماتور شصيات عمدان الف الف|امكانية التبديل على سيارة أحداث ودفع الفرقية ويُفضّل ليون اتوماتيك أو فوكس 2016|البيع بداعي التجديد فقط .. السيارة تخلو من المشاكل
47000,كيا,مورننغ,2018,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,18الف فقط ,4+1 ,نقدا فقط ,للبيع فقط ,يد صفر ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سياره ماشاء الله ٠٠٠٠٠فحص الف ميه ميه|جميع الاضافات ماعدا فتحه وبصمه
59000,فولكسفاجن,GTI,2008,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,168000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,12 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|اقرا الاعلان كامل قبل الاتصال...|جولف Gti موديل 2008 ترخيص وتام 6 شهور|جنط 18 فتحة سقف جير عالستيرنج شاشة اندرويد مع كاميرا خلفية تحكم ستيرنج كامل دهان جديد|فحص جير ماطور100/100|فحص بودي جيد جدا خالية من القص والضربات القوية90‎%‎(اعمال صيانة بسيطة)|سعر الكاش 59 الف|امكانية التقسيط :|دفعة 40 الف وشيكات بسعر 64الف|دفعة 25 الف وشيكات بسعر 69الف|سعر السيارة عالبدل 64000|الاتصال للمعني فقط
36500,سكودا,فابيا,2009,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,جهاز إنذار|مسجل CD|فرش جلد|✔️سكودا فابيا ستيشن 2009|✔️جير عادي|✔️محرك بنزين 1400cc|✔️اقتصاديه|✔️جنط مغنيسيوم|✔️كشافات|✔️فحص نخب|✔️رخصه +تامين|للأستفسار :|:0599828787  :0569828787
90000,سكودا,اوكتافيا,2017,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|فحص ماطور جير بودي ممتاز جدا|بلوتوث جنطات|تامين شامل لاخر السنة|حساسات|مرخصة 2016|كشافات|تعتيم|مثبت سرعة|نظام الايكو|شاشة كبيرة تتش|usb و aux
37000,ستروين,C1,2015,جيشي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,71000 ,3+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
61000,فولكسفاجن,بولو,2018,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,null,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|بولو2018  جير عادي أصلي|أصل برايفت يد أولى ولا جرام بوية|حسان اصليه شركه|رادار مانع إصطدام|ماطور 1200 تيربو|غمازات على المري مع تعليق طقة أولى|لون فيراني مميز|جنط ١٧|طيارة خلفية|مفتاحين شركة|كشافات تيربو ليد|شاشه|عداد قليل|فحص نخب|تهبيط|تعتيم كامل|أربع شبابيك كهرباء|ترخيص وتأمين سنه|للبيع على الكاش او تبديل على سيارة كادي او كارافيل او بكب
16000,سوبارو,عريض,1988,رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,null,null,نقدا فقط ,للبيع فقط ,null,null
60000,بيجو,301,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,40000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية
35000,كيا,ريو,2014,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1400 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,null
35000,فولكسفاجن,باسات,2005,أزرق ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,null,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|مسجل CD|جنطات مغنيسيوم|فرش جلد
24000,هونداي,اكسنت,2005,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500 ,280000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي
78000,سانغ,يونغ,2011,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2700 ,null,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|شاشة|فتحة سقف
95000,كيا,سورينتو,2013,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,110000 ,6+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|تشغيل بصمه|حساسات خلفيه|تحكم ستيرنج|دفاية كراسي|دفاية ستيرنج|هوك|تبريد كراسي|نظام توفير الوقود|الجب صلاة النبي|الدفع كاش ٩٥|دفعه مش اقل من ٥٠ ع ١٠٠|المعني يتصل والله يبارك لصاحب النصيب
85000,سكودا,اوكتافيا,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,260000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سيارة نظيفة
60000,سكودا,رابيد,2015,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,90000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سكودا رابيد سبيس باك|اتوماتيك|ماطور ١٦٠٠ ديزل|بقوة ١١٠ حصان|جنط|حساسات|تحكم|شاشه|سيارة بالكرتونة|دهان شركة
55000,فولكسفاجن,بولو,2014,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,130000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|Stage 1 software
23000,دايو,لانوس,1999,أخضر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500 ,ماشيه 140 الف كم ,4+1 ,نقدا فقط ,للبيع فقط ,يد تانيه ,جهاز إنذار|مسجل CD|السياره ماشالله بحاله ممتازه افحص وين بدك شصي ماتور جير بالصلاه على النبي ترخيص وتأمين جديد بطاريه جديده كوشوك جديد السياره فل اوتماتيك كل شيئ بالسياره شركه البيع فقط كاش الله يطرح البركه لصاحب النصيب
65000,هونداي,سانتافيه,2010,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,295000 ,6+1 ,نقدا فقط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|وسادة حماية هوائية|شاشة اندرويد تتش ... دفع رباعي (4*4)...نظام تحكم على الستيرنج .. نظام توفير الوقود ( eco)
37000,اوبل,كورسا,2008,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,170000 ,4+1 ,نقدا فقط ,للبيع فقط ,00 ,مُكيّف|جهاز إنذار|مسجل CD|دهان جديد|صالون جديد الاصلي|كاوشوك جديد|حساسات خلفيه|مسجل اصلي|بطرح البركه لصحاب النصيب
55000,كيا,ريو,2016,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,95000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|ترخيص + تامين شامل vip سنة|فتحة سقف|خالية من العيوب فقط ضربة امامية خفيفة|ماتور + جير ممتاز|سيارة 2017 ترخيص 2016
30000,هونداي,جيتس,2009,كحلي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,4000 ,null,نقدا فقط ,للبيع أو التبديل ,5 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية
65000,مرسيدس,E270,2003,كحلي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,3000 ,250000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد 3 ,مُكيّف|إغلاق مركزي|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|مرسيدس فني عن التعريف -ملك السيارات|فتحة سقف|جنطات|حساسات|اقتصاديه جدا باستهلاك الوقود|عالكاش سعرها 65 الف شيكل|عالتقسيط دفعه وشيكات الفينات وبسعر ثاني حسب الدفعه والشيكات
67000,سكودا,رابيد,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,130 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|سكودا رابيد سبيس باك 2016 ترخيص 2016|بنزين|ماتور 1400 tsi تيربو صاروخ|جير اوتماتيك|لون ابيض المميز|السيارة معدلة VRS في أرضها|كراسي|وفرج وطاره وغيره|مسجل الشاشة الكبيرة|شبابيك 4 كهرباء|بلوتوث|تحكم|مكيف|كاميرا ريفيرس|عالكاش فقط
75000,كيا,سبورتاج,2013,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,92000 ,4+1 ,نقدا فقط ,للبيع فقط ,ثانية ,مُكيّف|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|السيارة بحالة ممتازة مع كافة الإضافات ما عدا فتحة السقف
50000,ميتسوبيشي,L200,1997,كحلي ,ديزل ,حكومي ,فلسطينية ,عادي ,يدوي ,2000 ,null,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثالثه ,مسجل CD|السياره نظيفه
35200,هونداي,2019,2019,أحمر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,7500 ,7+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى ,جنطات مغنيسيوم|جنط 17 جديد 6 براغي مع كوشوك جديد 2020، يركب على جيب (متسوبيشي هنتر) ويركب على جيب (هونداي تاريكان) او البدل على جنط 16
12500,دايو,ماتيز,1998,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,800 ,123456 ,4+1 ,نقدا فقط ,للبيع فقط ,8 ,إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|مطور جديد بطاريه جديده مع كفاله كوشك جديد ستيرنج بور تامين وترخيص ست شهور بودي 80%
26000,اوبل,كورسا,2002,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,............... ,4+1 ,نقدا فقط ,للبيع أو التبديل ,3 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|موجود اوبل كورسا موديل 2002 جير اتوماتيك ماتور 1400 بنزين ترخيص تامين السنه كامله فحص نخب للبيع فقط على الكاش من الاخر 26اوبدل على جير عادي
67000,فولكسفاجن,جيتا,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,144000 ,4+1 ,نقدا فقط ,للبيع فقط ,واحد ,مُكيّف|إغلاق مركزي|جهاز إنذار|جنطات مغنيسيوم|وسادة حماية هوائية|جنط 18
34000,فورد,فيستا,2013,كحلي ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1250 ,165000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|مسجل CD|فرش جلد|وسادة حماية هوائية
28000,مرسيدس,E220,1996,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2200 ,null,null,نقدا فقط ,للبيع فقط ,null,إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|كراسي كهرباء لون الفرش بيج
45000,كيا,ريو,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,١١٣ ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى ,سيارة سحب من شركة كيا يد اولى متور جير ١٠٠٪ تأمين وترخيص لنهاية العام|فتحة سقف|تحكم ستيرنج|جنط مغنيسيوم|نظام توفير الوقود ايكو|مري كهربائية شفط|بلوتوث|إغلاق مركزي|كشافات|مفتاحين شركة اصلي|غرفة ممتازة|بالإضافة لوجود تقرير فحص هيكل المركبة حديث من مركز معتمد لوزارة النقل|والسعر لا يوجد له مثيل بالسوق بسبب الظروف والله يبارك لصاحب النصيب والاتصال فقط للجادين بدون احراج
60000,كيا,اوبتيما,2016,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1700 ,٢٨٠ الف كيلو ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثانيه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|صل تكسي جير عادي ٦ غيار السيارة اصل شركة مش مستورد.. فتحه بنوراما شركه وفحصها نخب ولا نكشه فيها تخلو من اي حوادث ضواو امامية ليد وسيارة بتجنن هندبريك كهربا وما بتتفرق عن البرايفت ومش مهيونه وترخيص وتامين سنه االرجاء الاتصال للمعنيين فقط والدفع كاااااااش وسعررر مغري جدا جداا عالكااااش ٥٧الف|الاتصال للمعني فقط  ٠٥٦٨٠٧٨٩٥٥
42000,كيا,مورننغ,2015,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
70000,سكودا,اوكتافيا,2013,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,١٦٥٠٠٠ ,4+1 ,نقدا فقط ,للبيع فقط ,٢ ,مُكيّف|حساسات|مستورده
112000,سكودا,اوكتافيا,2017,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,140000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,مستورده ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية
8000,فيات,اوتوبيانكي,1986,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,900 ,0000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,14 ,إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|السيارة بحالة جيدة مكسور عليها ٤ شهور وتأمين ساري ومعها قطع غيار
16000,دايو,لانوس,2000,أزرق ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,0000000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,11 ,مُكيّف|جهاز إنذار|مسجل CD|جنطات مغنيسيوم
54000,ستروين,,2012,أبيض ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1600 ,null,4+1 ,نقدا فقط ,للبيع أو التبديل ,ثالثه ,مُكيّف|إغلاق مركزي|مسجل CD|وسادة حماية هوائية|السياره والصلاة على النبي حلوه ومميزه |غرفتها مريحه جدا |تابلو مميز | تحوي على ثلاجه داخليه|سقف أسود مدخل بالرخصه|مري شفط|تحكم واغلاق مركزي|مفتاحين شركه|نظام توفير الوقود الإيكو | بتمشي ببلاش الا ربع|معها عدة تضخيم الصوت  سماعات كبيره كينوود + سابووفر عدد 2|ترخيص + تأمين vip  حتى سنة 2021|امكانية التبديل | او البيع على الكاش بسعر مميز|التواصل عبر الواتساب 0599387316
93000,سكودا,اوكتافيا,2016,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,69000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
45000,بيجو,بارتنر,2008,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,4+1 ,إمكانية التقسيط ,للبيع فقط ,null,مسجل CD
32000,هونداي,جيتس,2007,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,220000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,6 ,مُكيّف|دهان جديد  مكيف جديد ترخيص وتامين جديد
45000,ستروين,C-Elysee,2014,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,400000000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,5 ,سياره بصلاه عنبي فحص برايفت ترخيص تامين طويل... ..صوره لتوضيح ...للمعنين فقط لاتصال او على لواتس
70000,سكودا,فابيا,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,80000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,مُكيّف|جهاز إنذار|جنطات مغنيسيوم|وسادة حماية هوائية|حساسات اماميه|حساسات خلفيه|رادار امامي|رادار خلفي
88000,سكودا,اوكتافيا,2014,رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,٢٠٠ ,4+1 ,إمكانية التقسيط ,للتبديل فقط ,يد اولى ,مُكيّف|إغلاق مركزي|جهاز إنذار|جنطات مغنيسيوم|وسادة حماية هوائية|دهان شركة كامل|مش فاكة برغي|يد اولى|متورها جيرها كلو فوق الممتاز|دفعة اقل اشي ٣٠ الف والباقي شكات على سعر ٨٨|السيارة ملهاش اخت بكل الضفة وع الفحص|امكانية البدل على سيارة كوري لحد ٣٠الف ودفعة ٢٠ كاش والباقي شكات|ع الكاش سعر مغري|(الرجاء الاتصال بعد الساعة ٤ عصرا )
38500,فولكسفاجن,باسات,2005,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,00000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثالثه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|ماشاء الله سياره ممتازه
75000,فولكسفاجن,كرافيل,2009,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500 ,null,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,مُكيّف|إغلاق مركزي|مسجل CD|فرش جلد|كرافيل  2010|ترخيص 2009|برايفت|يد 1|فحص كرتونه|ماتور bnz|باب شفط كهرباء|وصله جر (هوك)|6 غيار|شبابيك جنب|7+1|ترخيص وتامين ساري المفعول|للمراجعه|ياسر عواد 0599154832
9000,اوبل,اسكونا,1983,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,null,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|مسجل CD
7000,دراجة,نارية,2013,عدة الوان ,بنزين ,خصوصي ,نمرة صفراء ,عادي ,يدوي ,250 ,0 ,1+1 ,نقدا فقط ,للبيع فقط ,null,null
